0,0.04131407455419178
1,0.11572205888479684
2,0.22642610790531598
3,0.34177320577215514
4,0.4651637377602577
5,0.5202957217874418
6,0.49240887161758673
7,0.4797879041746758
8,0.5679041129889706
9,0.49764673572869067
10,0.5781711774573293
11,0.6082616003945857
12,0.6065220903550311
13,0.6223518536622091
14,0.6914565510825693
15,0.6176330756446026
16,0.6467704498070479
17,0.6245665779078284
18,0.615215096820472
19,0.6345181295082392
20,0.6702119990972518
21,0.6731044556967216
22,0.6598852830569649
23,0.6602590000222637
24,0.630052648975462
25,0.6767937060809242
26,0.6165485294821254
27,0.5931866567349131
28,0.5869862757404948
29,0.5262007023757346
30,0.47524958728510625
31,0.5133409611746416
