,WRS,P,Q
0,38.0,0.003126021952441323,0.012504087809765292
1,45.0,0.007927133448994754,0.025943345833073738
2,39.5,0.0038456382880595113,0.01384429783701424
3,28.0,0.0007031283771640633,0.004934335226459196
4,19.0,0.0001549427537712516,0.0018593130452550192
5,76.0,0.16160690553999324,0.23271394397759027
6,93.0,0.4180968674112305,0.4703589758376343
7,58.0,0.03476707536671896,0.06515757411662221
8,48.0,0.011470668477471024,0.03176492809145822
9,52.0,0.018281095717095165,0.043874629721028395
10,94.0,0.43611881489340604,0.4757659798837157
11,36.5,0.002529976129071361,0.011384892580821124
12,75.0,0.15060950501617532,0.22591425752426297
13,29.0,0.0008223892044098659,0.004934335226459196
14,82.5,0.2452845656149117,0.315365870076315
15,56.0,0.027984306518744402,0.05926088439263521
16,81.5,0.2310895168208747,0.3081193557611663
17,6.0,1.3066341713886665e-05,0.00023519415084995998
18,50.5,0.015346897275368815,0.039463450136662664
19,59.5,0.03994782196300345,0.06848198050800591
20,96.0,0.4725260443442481,0.49537077913547056
21,76.0,0.1357453837549809,0.21247103544257884
22,58.0,0.030384414726861084,0.06076882945372217
23,96.5,0.48161047971504084,0.49537077913547056
24,0.0,3.6070283063429254e-06,0.0001298530190283453
25,55.5,0.026701131969616005,0.05926088439263521
26,46.5,0.009108707926511105,0.027326123779533314
27,81.5,0.23087478767933606,0.3081193557611663
28,85.5,0.27789834954847875,0.34497726150845637
29,29.0,0.0007983756545917417,0.004934335226459196
30,37.5,0.0023020366247154967,0.011384892580821124
31,97.5,0.5,0.5
32,61.0,0.03619865228701234,0.06515757411662221
33,67.5,0.081928643518623,0.134065053030474
34,87.0,0.3111977713195587,0.37034396242109713
35,92.0,0.31890730097372255,0.37034396242109713
