84.25, 86.22
86.02, 89.48
78.80, 88.59
71.66, 82.78
63.81, 67.44
66.31, 73.82
58.85, 63.47
56.16, 61.75
52.34, 57.45
97.00, 98.72
84.22, 89.19
85.39, 90.88
73.18, 81.72
73.69, 82.00
72.15, 81.45
65.31, 74.45
62.95, 69.04
60.79, 63.85
98.21, 98.94
86.37, 90.91
73.26, 81.14
73.88, 84.04
66.47, 76.34
60.46, 64.27
58.86, 61.88
57.41, 61.17
56.07, 60.58
78.05, 86.10
75.24, 79.67
80.34, 83.72
72.12, 77.76
71.91, 78.20
65.76, 69.03
66.80, 71.19
62.83, 65.39
58.38, 60.47
97.38, 98.95
85.85, 90.50
68.93, 75.38
65.81, 75.30
56.75, 60.05
55.58, 59.43
55.55, 58.80
54.08, 57.16
51.10, 55.73
97.38, 98.97
74.72, 77.07
70.27, 77.03
63.82, 67.70
64.11, 68.27
59.88, 63.28
56.55, 58.94
51.14, 54.47
50.28, 54.63
92.28, 95.24
81.89, 87.82
79.15, 83.53
68.83, 75.92
59.93, 62.61
54.43, 57.42
51.78, 54.67
55.41, 58.30
49.85, 52.94
83.51, 89.77
87.47, 91.97
81.85, 87.47
73.86, 79.12
67.39, 73.16
67.64, 74.53
61.53, 65.41
54.54, 57.98
50.62, 53.75
98.16, 98.94
93.65, 96.63
83.45, 91.57
81.71, 90.56
71.21, 78.98
65.91, 77.05
63.92, 73.27
62.21, 67.76
60.93, 67.28
91.18, 96.67
84.06, 94.08
82.10, 88.31
75.85, 85.97
71.31, 82.63
73.14, 84.20
65.61, 71.83
63.33, 72.00
58.09, 62.52
