,FS-H,FS-A,FS-W,SS-H,SS-A,SS-W,FL1-H,FL1-A,FL1-W,FL2-H,FL2-A,FL2-W,FL3-H,FL3-A,FL3-W,FL4-H,FL4-A,FL4-W,FL5-H,FL5-A,FL5-W,FL6-H,FL6-A,FL6-W,FL7-H,FL7-A,FL7-W,FL8-H,FL8-A,FL8-W,FL9-H,FL9-A,FL9-W,FL10-H,FL10-A,FL10-W,Time
63,28336,206280,104,1358,17260,378,994,9404,301,997,5418,38,1028,7209,318,1579,7055,31,132,869,86,2194,14424,96,736,4797,94,390,2680,93,491,6263,360,461,5978,356,331
64,30080,235199,121,590,5629,201,729,4906,106,500,3249,98,812,5502,128,531,3180,145,160,952,106,1706,13680,122,601,4782,120,326,2551,122,314,2623,142,272,2488,170,336
65,34000,242310,83,2821,28946,81,785,5630,53,714,4662,314,1360,6030,24,1153,7588,328,81,886,349,2397,28253,297,769,8969,298,417,4780,290,350,2568,64,223,1855,79,480
66,31312,210298,102,4681,27643,86,2600,14332,91,1320,7753,83,2345,13977,102,3302,20574,119,745,4166,89,16400,120861,111,5332,38981,109,2660,19272,108,1774,9009,71,1244,6428,70,726
67,28928,167498,85,422,2220,78,2819,14046,70,1443,8347,91,2809,13564,80,962,3490,83,66,225,44,77,472,96,40,272,107,28,145,83,4326,21064,71,3135,15170,71,904
68,29760,181774,78,5331,35930,76,832,6395,57,567,3636,56,1175,6363,362,475,3861,323,75,720,275,1762,15978,86,581,5190,85,300,2704,85,239,2374,95,234,1963,75,916
69,26560,168679,94,1442,9508,100,1083,6050,81,973,4344,64,1212,6041,72,1837,4788,27,242,1193,104,6703,42729,92,2163,13856,93,1081,6730,89,627,3775,99,430,2683,100,1043
70,141696,1048575,244,25936,1048575,233,7187,391291,303,7384,333710,275,9265,444127,272,4803,228974,176,694,34643,94,12200,620913,1023,4191,204901,1023,2234,108445,1023,4419,230033,280,4047,209789,289,1095
71,110416,1048575,504,20960,878634,631,9056,333502,652,6582,251040,643,8903,352329,669,6282,192810,559,684,25893,302,14832,509439,247,4984,167039,231,2680,88213,228,7157,217815,291,6061,188699,287,1096
72,92624,1048575,572,21200,892195,463,7150,246703,369,5666,189670,367,8075,248143,380,3319,106431,390,395,15715,711,5372,254663,735,1792,81959,727,967,43238,721,3514,149687,644,3188,126973,396,1096
73,85936,1048575,260,23088,371829,269,7301,116574,279,6390,86700,235,7713,112184,288,5623,59976,189,478,7487,247,11491,117503,163,3970,40985,161,2201,22714,161,3887,67818,306,3416,60604,312,1096
74,91008,1048575,590,10112,257450,472,2686,76315,564,1927,56670,572,4109,82194,543,2717,66843,509,541,12621,533,6766,233888,575,2191,75916,576,1167,40198,570,1161,39505,646,1059,36250,657,1096
75,62848,686108,152,3314,37463,153,2260,21827,177,2823,23640,109,4603,33842,102,2307,21684,191,324,3415,105,4775,62618,183,1541,19821,176,809,10364,177,999,10228,177,1018,10309,173,1096
76,80544,1048575,446,5908,180498,497,3266,81006,406,2602,57889,382,4332,79848,409,3197,56674,338,437,7572,440,6842,164338,517,2260,52291,510,1152,27642,516,2178,57656,422,2048,50791,395,1096
77,54288,1048575,568,3761,135419,752,2138,12674,619,1455,6944,598,1602,14058,648,504,6511,755,52,302,820,374,8179,319,143,3063,321,88,1782,327,1944,9921,548,1551,8637,535,1096
78,55248,677489,168,7536,127666,291,3239,45498,276,3957,44024,165,4782,54380,163,2214,24194,165,236,2263,160,2815,35633,170,917,11333,169,487,5984,164,2904,44250,284,2675,40301,291,1096
79,118352,1048575,389,39936,1048575,279,16320,499510,261,13424,409443,254,16720,511694,249,10453,340474,360,1662,50119,291,27744,1048575,330,9787,363107,316,5229,194998,319,8711,270653,303,8281,253169,308,1096
80,141984,1048575,344,43936,1048575,183,10591,468502,214,9986,365442,111,13472,441654,141,7993,281940,84,1078,43115,297,18848,826995,153,6323,274889,151,3395,146804,152,4938,246000,453,4353,225796,433,1096
81,27008,319414,173,1378,12301,222,462,6940,380,466,4544,286,835,8432,277,1120,9702,323,103,977,287,1698,24893,234,564,8040,228,307,4152,218,249,3930,381,174,3076,340,1096
82,28288,320541,182,5070,56306,116,1570,19592,431,1492,16544,408,3781,30117,79,1406,15146,372,207,1701,351,2459,32346,432,804,10406,432,429,5579,432,943,12132,173,772,10278,170,1096
83,51040,1048575,604,8967,200828,548,2769,61411,487,2323,47185,467,3496,57020,434,1849,42921,745,358,6211,438,6874,150224,359,2476,50220,346,1353,26949,343,1651,37831,295,1475,33713,346,1096
84,65728,1048575,426,4228,202326,1020,2374,77013,415,3014,55152,197,2792,70886,530,2916,70922,910,358,11019,665,7481,258234,506,2546,85237,499,1359,44710,498,1090,35772,716,1003,30135,387,1097
85,54160,678770,157,7038,116395,239,2713,37110,174,2184,26512,191,3479,35866,211,2262,27599,250,290,3679,325,5572,80789,200,1816,26739,207,958,14166,210,1630,21998,229,1543,19209,220,1097
86,39520,274708,87,6540,47517,77,1496,13390,115,1181,10028,120,1556,14616,137,1525,15742,222,315,2601,61,3981,55341,158,1289,17487,150,674,8998,148,661,7492,168,741,7052,148,1097
87,28848,394212,262,4253,74435,339,1845,25625,251,1490,17236,236,1764,19163,268,1008,12675,349,246,2113,178,1982,29121,400,654,9602,400,360,5229,395,1127,13726,161,1055,11893,147,1097
88,114688,1048575,592,12808,421382,491,6795,182872,432,4978,145247,523,6415,173128,490,5683,146192,433,926,21528,358,13776,451934,465,4611,148927,451,2418,78259,457,2617,84933,506,2322,75314,540,1097
89,37440,512140,235,10396,109504,114,2336,32725,275,1865,26381,307,3356,40201,269,1825,15859,322,198,2412,355,2681,38242,269,850,12575,275,436,6590,278,1997,28092,190,1793,24392,182,1097
90,87232,1048575,473,8622,223249,485,3078,72527,356,3136,61955,434,3801,76131,364,3197,51490,296,472,8747,454,6670,168217,460,2189,54419,455,1198,28986,453,1967,38478,279,1940,37422,284,1098
91,71536,1048575,508,7699,265866,493,3148,89062,545,2787,71766,535,3698,99731,564,2971,68815,499,396,9911,510,6924,214726,605,2217,68430,607,1191,36227,600,1679,48033,528,1463,43557,547,1098
92,68880,1048575,200,21072,216402,262,2304,44387,245,2519,33470,215,2894,45534,319,2209,36334,446,375,5720,182,7514,121946,199,2395,39121,203,1260,20592,206,1300,24851,266,1306,21963,249,1098
93,32544,445278,309,3259,47953,305,1197,12515,242,781,7234,154,1211,8937,158,1079,11345,258,100,1151,244,2178,38970,308,690,12413,307,365,6447,307,331,5080,276,236,3577,273,1098
94,86656,1048575,414,12370,411356,661,6489,154678,295,5682,129155,644,7961,161723,537,5461,95312,277,770,11959,144,15248,259290,197,4907,83795,195,2570,44376,195,3705,102184,533,3349,91214,524,1098
95,65472,1048575,436,10028,363703,617,4984,136930,204,3400,100273,849,4237,135922,581,3761,104732,556,871,23381,576,23456,586083,415,7622,186891,413,3763,94615,418,2297,76678,569,1659,59893,858,1098
96,91920,1048575,891,17840,1048575,377,7072,411900,344,5791,319098,319,7647,406339,366,4864,314636,930,750,44092,847,11817,868265,879,3991,290095,876,2187,155511,875,3805,227972,370,3011,194306,375,1098
97,30400,397416,157,3419,60349,337,1571,23411,247,1013,12935,216,1986,15267,167,1018,11608,347,90,390,282,1819,26794,397,542,8051,402,297,4006,397,596,9471,253,476,7824,252,1098
98,71120,1048575,820,14016,475293,699,3930,148783,753,3264,113852,752,4438,141650,748,3478,106920,799,570,15184,526,12832,361505,549,4099,115492,545,2169,61176,547,1744,75426,773,1579,66700,765,1098
99,84448,1048575,779,29456,1048575,682,9680,399538,611,8771,347488,707,15664,478123,470,3877,153860,689,686,13504,817,13792,146994,102,5054,54143,107,2792,30079,111,6654,304983,758,6128,285780,774,1099
100,32592,895280,520,6379,107970,256,3092,47213,193,2349,38532,272,3211,49321,338,2070,24563,301,199,3193,307,1713,41415,524,597,14942,519,330,8462,516,1320,23850,294,1131,20141,295,1099
101,64944,1009070,243,11588,186283,273,4155,64810,284,3637,53406,276,4823,66691,214,3405,41467,277,465,6410,233,7096,141912,417,2499,49492,417,1364,26576,415,2174,38499,300,2106,33295,259,1099
102,26448,306847,172,2635,43352,238,1641,17025,138,1581,12540,72,1779,18076,163,2086,17615,264,262,1877,49,3106,41347,172,1077,13987,164,579,7457,167,824,10712,167,796,9672,184,1099
103,55616,743423,291,5449,89772,268,3010,42371,233,2433,33496,274,3248,45325,285,2125,36300,337,393,4758,276,7583,127878,341,2428,41390,344,1313,22112,340,1081,24220,432,939,20761,435,1123
104,49824,708991,199,11287,161529,192,3969,51713,174,3741,50295,169,5614,58701,139,1626,21446,286,260,2602,222,2091,36777,342,723,12676,341,377,6892,340,2898,41418,202,2597,35776,186,1123
105,26784,258536,120,2602,34814,232,867,10503,127,623,7536,189,1334,7096,195,760,5040,144,148,1227,129,1455,16840,125,439,5131,124,236,2708,124,323,4848,266,271,4311,282,1186
106,28464,211055,110,4408,35301,120,2896,17911,80,1902,10705,77,2406,11507,45,1145,9416,173,349,2310,94,6416,47315,108,2056,15080,107,1003,7438,108,2741,17592,84,2334,14641,78,1375
107,44416,328160,114,3443,19423,80,1085,8005,129,877,5594,104,1337,7541,73,1477,5708,31,342,1878,86,7268,47078,94,2376,15439,94,1236,7962,94,871,7284,134,610,4988,131,1726
108,27792,211520,113,951,6684,105,257,1890,145,387,1604,43,555,2337,176,429,1844,67,82,480,144,961,9412,170,317,3040,165,169,1617,161,169,1111,105,109,919,173,1941
109,29840,177444,86,719,4854,101,654,2978,58,775,3535,86,339,2192,235,1160,4559,53,210,987,90,4738,25413,76,1750,9311,75,958,5094,76,372,2571,89,385,2089,68,2548
110,34864,341859,117,1710,32353,334,791,7744,137,755,6272,278,1422,9425,151,1518,14332,245,227,2268,118,3653,57065,273,1160,17984,274,613,9722,276,253,2878,176,236,2301,111,2614
111,84816,1048575,521,20320,561890,432,4721,145049,509,3472,108657,514,5328,155375,537,3452,90237,450,534,15234,441,8117,292498,497,2722,95984,494,1436,50573,492,2299,82036,559,2046,72388,554,2614
112,40608,540944,303,11871,118886,80,2537,31739,239,1965,27934,296,2818,34611,298,2367,28174,187,426,4124,141,7150,62817,127,2161,19520,132,1143,10013,129,743,14458,388,693,14377,398,2614
113,142992,1048575,576,210944,1048575,1013,9695,883750,445,8148,686853,502,13624,889434,413,8929,532069,997,1285,78396,1023,21840,1048575,1023,7273,457034,1023,3937,244324,1023,6660,561351,418,6147,511484,421,2614
114,30176,229796,108,1311,14698,195,562,3404,93,352,2476,150,917,4234,165,667,3176,187,99,514,80,1016,10191,191,310,3156,189,165,1625,185,162,1319,135,127,1095,172,2765
115,38224,725477,362,15168,245637,230,6101,97580,228,5439,87782,277,8357,124130,262,2225,28177,390,168,2425,391,2033,13868,236,627,5510,280,338,3234,291,4923,78834,217,4846,77673,236,2809
116,28464,256283,194,5625,50357,167,2229,18208,130,1888,15064,141,4052,26329,93,2051,10206,139,174,902,83,1789,16832,220,543,5117,222,266,2620,221,2206,19344,147,2035,17587,143,2809
117,50912,874325,275,8909,173044,368,4947,78184,292,4775,63544,249,6384,94816,358,3739,45629,158,378,5489,203,8930,109569,183,3025,36275,176,1615,19061,177,2894,53251,335,2359,46155,344,2809
118,112064,1048575,423,13328,454426,566,5362,169575,536,3598,130872,646,6639,173447,466,3283,91146,598,473,13924,637,8484,250372,499,2815,80958,498,1489,42484,495,3654,97304,351,3119,86990,364,2809
119,84800,1048575,125,17472,832998,918,4145,229544,403,3820,173375,98,4693,219778,873,3151,160336,330,560,24712,297,6842,524686,502,2295,172800,499,1223,91633,494,1815,104450,958,1641,94463,964,2809
120,62912,1048575,729,15152,420251,342,2687,109446,915,2793,82191,697,3168,97737,883,2912,73993,563,412,12671,885,7594,264718,813,2458,86297,821,1327,44916,810,2769,77003,612,2967,69492,207,2809
121,64256,1048575,442,4532,115233,518,2468,50533,576,1689,35218,580,2644,54237,631,2530,45777,518,360,6706,358,5561,141636,410,1701,42926,409,889,22348,409,980,24041,599,906,21982,578,2809
122,75744,747786,119,7073,82720,143,2535,26237,118,2383,21766,127,3514,28408,118,1597,18076,218,334,2466,89,4221,43675,133,1353,14052,133,720,7426,133,1184,15417,169,972,13653,273,2809
123,56000,1048575,637,11715,340833,545,4166,110100,388,3778,87407,348,7763,115697,152,3686,71050,333,355,10467,649,7695,219701,397,2469,70349,394,1340,37238,350,2511,60710,330,2266,54816,320,2809
124,51232,991919,352,7224,153952,353,2419,40169,353,2006,32268,332,3153,38554,305,1588,22152,437,301,3681,313,3109,69528,455,1035,22471,455,554,11858,455,1171,21860,315,1076,19082,305,2809
125,33488,581291,299,3166,60994,399,1434,25550,399,1734,23018,262,2870,33706,318,3867,32538,261,407,5054,309,7221,119387,372,2338,38927,370,1270,20572,365,551,9062,363,457,7781,385,2809
126,88480,1048575,542,20048,505752,516,6884,169361,564,5244,118069,535,6831,164031,522,4502,86530,451,693,9519,280,9456,200842,307,3106,65352,308,1681,34549,305,4836,120695,557,4258,109822,576,2810
127,122464,1048575,604,26544,1048575,550,7089,624339,646,5785,475526,602,7967,622582,810,7351,466592,624,868,72155,660,14144,1048575,788,5125,497447,780,2710,265587,780,3738,338684,673,3350,293973,648,2811
128,45312,1048575,869,11646,367076,686,5504,182931,670,4871,151758,628,7189,196620,623,2459,73635,920,262,6205,887,2272,60386,925,795,19237,414,430,9918,416,3229,110981,617,2854,97521,613,2811
129,27344,314105,221,6109,61131,143,2636,26318,205,1730,18276,202,3411,30198,166,1867,17714,176,179,1805,167,2592,35454,230,916,12134,205,492,6358,196,1346,15372,224,1279,13946,201,2811
130,88224,1048575,680,15344,1015433,570,4948,350125,715,4189,278493,720,6309,347975,679,3650,202230,660,507,30845,603,7652,530992,568,2566,174163,561,1348,92069,565,3305,213456,610,3011,195976,657,2811
131,71408,1048575,305,6991,128451,324,4098,66798,323,3137,46016,293,5412,72260,256,2231,37439,342,386,6297,334,6027,111170,333,1946,35867,331,1040,19069,328,2210,34171,320,2141,32175,310,2811
132,43136,663030,243,5122,79793,369,1613,23177,389,1342,19381,343,2121,24716,375,2802,37768,289,583,8673,290,13458,220965,273,4480,72061,269,2250,36491,271,917,17021,396,674,13101,400,2811
133,27776,529944,311,7825,96689,155,2386,26743,132,1872,22919,238,2635,28544,272,1967,19145,261,280,3237,321,4685,67853,292,1544,21936,205,836,11749,198,981,14882,271,840,12519,256,2812
134,120688,1048575,1023,34352,1048575,638,7253,824739,1023,6495,610901,1023,8909,796881,984,8145,681185,878,1243,112807,1023,19888,1048575,1023,6690,751123,1023,3542,401412,1023,4519,431275,470,3614,376720,237,2812
135,85088,1048575,651,10179,376775,632,3385,100588,381,3076,80121,516,4069,109445,417,3671,79558,423,463,13783,551,7146,248139,540,2252,78203,545,1208,41592,557,1598,39555,356,1465,38709,372,2812
136,114368,1048575,777,22496,592258,383,4138,158584,760,3057,128977,911,4591,150721,800,4666,151203,676,650,21853,746,11545,496500,725,3821,164687,726,2026,88517,733,1711,74883,899,1555,68033,881,2812
