99.40, 99.65
99.33, 99.50
95.17, 97.47
83.90, 86.98
84.45, 87.67
86.64, 89.79
87.10, 90.18
81.33, 85.46
77.36, 81.39
97.65, 98.30
81.00, 83.27
84.97, 87.12
87.34, 88.40
84.73, 88.12
84.31, 88.07
83.73, 88.72
77.90, 81.48
77.86, 81.29
92.75, 95.10
84.67, 87.37
84.08, 87.80
83.56, 88.78
81.27, 85.32
74.79, 79.84
77.65, 82.54
74.88, 80.16
77.30, 82.62
90.60, 91.55
83.67, 85.83
87.40, 89.00
85.94, 88.02
87.75, 90.25
86.81, 89.63
85.99, 88.61
84.33, 89.24
82.77, 87.56
98.55, 98.40
96.03, 97.17
83.15, 85.17
81.40, 82.82
82.25, 84.43
80.19, 80.74
81.56, 82.62
80.19, 82.48
78.45, 81.91
97.05, 97.70
96.03, 97.00
88.25, 90.03
89.38, 91.24
89.57, 91.35
90.31, 92.01
89.58, 92.62
90.67, 93.02
89.01, 92.74
97.70, 98.75
89.37, 90.40
87.62, 90.28
86.14, 89.52
82.57, 86.78
78.43, 82.80
76.46, 81.39
79.13, 83.17
78.13, 81.43
99.75, 99.65
97.50, 98.53
88.17, 90.03
88.62, 90.54
86.18, 88.47
79.79, 82.66
76.66, 81.29
76.37, 81.81
77.76, 83.72
99.00, 99.25
92.40, 96.07
93.77, 96.55
92.96, 95.58
90.62, 93.70
90.13, 93.39
87.42, 92.21
78.70, 83.83
80.42, 85.15
99.50, 99.40
97.27, 97.57
88.90, 90.33
84.96, 86.08
74.38, 77.35
75.83, 78.40
78.36, 80.69
80.52, 83.11
79.65, 82.18
