71.07, 66.71
71.07, 67.81
71.07, 76.28
71.07, 76.69
71.07, 76.85
71.07, 76.73
71.07, 77.31
71.07, 77.24
71.07, 76.87
69.48, 69.54
69.48, 74.94
69.48, 75.67
69.48, 75.85
69.48, 74.61
69.48, 73.32
69.48, 73.93
69.48, 74.53
69.48, 74.87
65.73, 75.45
65.73, 74.09
65.73, 71.32
65.73, 71.94
65.73, 74.36
65.73, 74.87
65.73, 73.24
65.73, 72.34
65.73, 71.49
69.81, 71.04
69.81, 79.72
69.81, 79.28
69.81, 76.12
69.81, 77.48
69.81, 78.90
69.81, 78.91
69.81, 79.64
69.81, 80.28
66.63, 68.55
66.63, 73.71
66.63, 74.75
66.63, 76.13
66.63, 77.52
66.63, 77.15
66.63, 77.54
66.63, 76.57
66.63, 77.04
79.71, 85.27
79.71, 82.71
79.71, 84.24
79.71, 84.94
79.71, 85.91
79.71, 85.84
79.71, 85.25
79.71, 85.75
79.71, 86.08
66.15, 61.13
66.15, 67.81
66.15, 68.94
66.15, 68.15
66.15, 69.69
66.15, 71.75
66.15, 72.45
66.15, 72.63
66.15, 74.07
66.35, 45.77
66.35, 71.50
66.35, 63.68
66.35, 66.43
66.35, 74.05
66.35, 73.08
66.35, 74.55
66.35, 75.22
66.35, 74.42
67.97, 59.82
67.97, 69.27
67.97, 71.25
67.97, 71.93
67.97, 73.51
67.97, 73.64
67.97, 74.38
67.97, 77.17
67.97, 77.16
67.87, 58.74
67.87, 75.58
67.87, 76.85
67.87, 76.60
67.87, 77.60
67.87, 78.78
67.87, 76.77
67.87, 75.73
67.87, 76.66
