,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,0.75474602809518,0.7909945413540872,0.7630977781885461,0.7230991461622763,0.7417824781496922,0.7267681976808597,0.7393393615673965,0.7323976698195372,0.7717353179055849,0.7406461932212266,0.7724048921013206,0.7401127430921117,0.7080381988458478,0.7175899997146016
2,0.7509697040597823,0.7986917582321723,0.7676936740686848,0.7682123089254743,0.7508984319165115,0.7477647867622293,0.7698071817976188,0.7539078515243909,0.7837503355488282,0.7339063017947459,0.7884524396076846,0.7432221619601865,0.7168444075707682,0.7287528892089401
3,0.7781908835050229,0.7930135933910069,0.7756849416495942,0.7513181382548875,0.7491940282084051,0.7301165876642303,0.7565624861564084,0.7506761277605473,0.7802272899505341,0.7368755135094833,0.7693751982966848,0.7482291427054832,0.7280556232254023,0.7331617832684526
4,0.7897245853028773,0.7896047169933411,0.7684970404285768,0.7802678321092469,0.7506662184445191,0.7382488740029138,0.7736259367252231,0.7503214431680635,0.798730691031039,0.7464956469868576,0.7806672189126372,0.7633411943959016,0.7303577175538586,0.733343034301299
5,0.7801547886240731,0.7950103938236249,0.763409864961085,0.7575576409355256,0.7577312991676185,0.7408616402199504,0.7761494621957611,0.7450784629434586,0.8020746550114232,0.7604742165830923,0.7860358585069135,0.7546620930865374,0.7300021046239872,0.7211024881517841
6,0.7680889126696514,0.7772240588559098,0.7651863882960266,0.7448654331513694,0.7473126535050223,0.7444084340159224,0.7459734481485888,0.7471348765023462,0.79911037166043,0.7463975008667387,0.7772927915196303,0.7557657106728327,0.7381228959362541,0.7220293112068823
7,0.7450006901773355,0.7944594623258339,0.7695831024984124,0.7596530950608923,0.7521009273882954,0.7378104216462089,0.767582298700233,0.7510795256970627,0.7971963302203929,0.7491598263790655,0.7822181292662953,0.7533447912188623,0.7307713051495011,0.7258300531072175
8,0.7554546560987575,0.7988899581303044,0.75908812819759,0.7360416737818858,0.7515677892817195,0.7302796150668922,0.752802276990221,0.7598496947709711,0.7860170192996555,0.7336400385218473,0.7919684717981075,0.7350380510158113,0.7300278294390945,0.7173107310633073
9,0.7704504031205532,0.8053161370145265,0.7737995440407365,0.7585437621001098,0.7530709464946672,0.7342921359310993,0.7769864856377651,0.7577398806954321,0.7988786215197993,0.7470460472480888,0.7796319668125122,0.7504953773259254,0.7367618061601463,0.7192408834272829
10,0.7446645430875296,0.7890438522591944,0.758788560376956,0.7022103014320169,0.737834407289734,0.7136212339363879,0.7153487590365694,0.7272477809155471,0.7648965933480115,0.7451709842268642,0.7801938999741437,0.7172324715816077,0.7132441377822616,0.7227634088041568
11,0.7546833030551787,0.7883796334327718,0.7712483382287779,0.76578522887874,0.7502118667658734,0.7354794625458962,0.7679212579926822,0.7522628300957955,0.794323529418612,0.7410809749493299,0.8051117929869479,0.751024623826841,0.741871411854014,0.7297735233490465
12,0.7468487233258675,0.7810205440673013,0.7659334096127962,0.730326046875089,0.7452205870697004,0.7211752307781572,0.7704016234600145,0.7357782373431455,0.7733391986877021,0.7303675298391804,0.751704730269705,0.7704077393821275,0.7333953711962179,0.6814838541788605
13,0.7582086039142983,0.795145245514563,0.7553953005873919,0.7632665624004495,0.7553047763253126,0.7395478499621823,0.7629297902761676,0.7572404471031924,0.7920777775084965,0.7331347483879629,0.7984331914388386,0.7565196145519559,0.7279480859415489,0.7328977241955805
14,0.7299092028288671,0.7861923586467541,0.7484667968005297,0.703950785080514,0.7433152649243131,0.7070410875394286,0.7217898231753138,0.7279587599199805,0.7619093491843849,0.729337053774198,0.7708292904426935,0.7175639696987521,0.6944431958452738,0.6916626877398381
