,0
1,0.694862693592595
2,0.7615906081421712
3,0.7121093590847387
4,0.6950023177781149
5,0.7127611779619509
6,0.6568130067729331
7,0.7177063040012769
8,0.6721575291846734
9,0.742746575904129
10,0.6274074838898511
11,0.7476148657933886
12,0.6823665896081798
13,0.6606173903090199
14,0.6260617483295454
