81.02, 85.44
79.16, 89.71
73.53, 89.32
66.14, 84.08
58.30, 75.18
61.59, 79.35
55.10, 70.64
50.03, 66.02
46.81, 61.93
95.54, 97.83
80.93, 87.52
82.58, 89.23
72.60, 79.06
71.73, 80.20
69.65, 78.04
63.06, 73.80
59.74, 71.43
56.35, 69.32
97.59, 99.15
78.65, 84.98
67.14, 75.67
67.50, 82.74
62.04, 74.45
56.77, 70.39
54.78, 65.11
54.65, 67.83
52.90, 67.11
72.62, 87.68
70.52, 86.81
75.87, 87.02
69.12, 79.94
69.31, 76.89
63.21, 72.35
62.93, 73.82
57.19, 70.76
53.54, 65.21
95.76, 98.12
83.76, 92.09
67.61, 76.27
64.04, 78.50
56.29, 67.18
54.43, 67.19
52.41, 65.47
50.50, 63.25
48.74, 61.51
95.16, 98.15
74.81, 80.53
68.47, 77.02
56.76, 72.67
56.63, 72.60
54.06, 71.20
50.14, 66.03
46.06, 58.40
45.66, 59.11
89.29, 93.68
76.86, 86.92
73.39, 86.19
65.52, 78.11
57.92, 68.98
51.96, 64.99
48.14, 60.39
51.97, 65.62
47.66, 59.75
80.94, 89.57
84.11, 92.23
77.35, 87.39
67.41, 82.43
60.91, 77.16
59.74, 76.92
55.60, 70.86
49.75, 61.60
45.65, 57.15
97.43, 99.14
92.06, 96.47
75.98, 87.42
73.72, 87.89
62.64, 78.46
59.85, 79.38
57.10, 76.68
55.75, 74.07
54.86, 70.60
87.09, 96.05
81.72, 92.40
79.78, 89.18
70.43, 85.60
65.12, 82.98
67.89, 83.15
61.56, 74.44
59.17, 70.27
54.31, 65.02
