46.81, 60.22
46.81, 58.80
46.81, 61.54
46.81, 61.98
46.81, 60.50
46.81, 62.05
46.81, 62.01
46.81, 61.53
46.81, 61.93
56.35, 55.57
56.35, 63.70
56.35, 65.00
56.35, 67.78
56.35, 64.76
56.35, 67.73
56.35, 68.65
56.35, 67.59
56.35, 70.03
52.90, 55.22
52.90, 60.16
52.90, 63.10
52.90, 66.94
52.90, 67.07
52.90, 65.23
52.90, 64.95
52.90, 67.73
52.90, 66.60
53.54, 57.82
53.54, 67.65
53.54, 62.72
53.54, 64.19
53.54, 61.38
53.54, 64.91
53.54, 64.84
53.54, 65.49
53.54, 62.21
48.74, 50.09
48.74, 51.41
48.74, 56.94
48.74, 61.70
48.74, 60.66
48.74, 62.53
48.74, 62.79
48.74, 62.56
48.74, 60.52
45.66, 46.14
45.66, 55.62
45.66, 59.27
45.66, 59.95
45.66, 61.12
45.66, 62.99
45.66, 61.42
45.66, 61.52
45.66, 59.11
47.66, 48.14
47.66, 56.31
47.66, 59.03
47.66, 61.92
47.66, 61.04
47.66, 60.78
47.66, 58.91
47.66, 59.71
47.66, 59.75
45.65, 55.74
45.65, 56.68
45.65, 57.62
45.65, 58.83
45.65, 58.37
45.65, 59.89
45.65, 59.30
45.65, 57.31
45.65, 56.61
54.86, 48.94
54.86, 58.43
54.86, 68.31
54.86, 69.60
54.86, 69.59
54.86, 70.60
54.86, 72.19
54.86, 67.40
54.86, 69.66
54.31, 55.94
54.31, 63.24
54.31, 65.57
54.31, 68.54
54.31, 68.09
54.31, 67.19
54.31, 65.79
54.31, 65.47
54.31, 64.49
