46.81, 54.02
46.81, 58.30
46.81, 62.11
46.81, 59.24
46.81, 61.77
46.81, 59.11
46.81, 58.88
46.81, 59.42
46.81, 62.23
56.35, 65.06
56.35, 63.39
56.35, 73.17
56.35, 73.24
56.35, 70.61
56.35, 68.70
56.35, 68.54
56.35, 66.29
56.35, 66.29
52.90, 60.95
52.90, 66.45
52.90, 64.51
52.90, 63.91
52.90, 64.92
52.90, 66.23
52.90, 66.08
52.90, 65.69
52.90, 64.57
53.54, 56.17
53.54, 62.81
53.54, 64.68
53.54, 67.39
53.54, 68.36
53.54, 67.03
53.54, 63.79
53.54, 63.79
53.54, 62.80
48.74, 53.70
48.74, 59.82
48.74, 61.71
48.74, 64.66
48.74, 63.81
48.74, 62.26
48.74, 62.44
48.74, 60.40
48.74, 59.43
45.66, 55.79
45.66, 57.88
45.66, 59.40
45.66, 63.31
45.66, 64.28
45.66, 65.50
45.66, 62.44
45.66, 61.09
45.66, 59.43
47.66, 52.69
47.66, 59.19
47.66, 61.30
47.66, 62.03
47.66, 59.45
47.66, 58.57
47.66, 56.05
47.66, 53.99
47.66, 53.28
45.65, 56.77
45.65, 63.58
45.65, 61.05
45.65, 57.79
45.65, 52.82
45.65, 54.81
45.65, 53.53
45.65, 55.29
45.65, 57.81
54.86, 55.92
54.86, 67.22
54.86, 66.96
54.86, 68.29
54.86, 66.40
54.86, 62.70
54.86, 65.90
54.86, 64.88
54.86, 61.60
54.31, 62.74
54.31, 63.16
54.31, 61.81
54.31, 63.67
54.31, 65.56
54.31, 64.58
54.31, 65.36
54.31, 67.04
54.31, 68.07
